Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
LMAOU,LMF Acquisition Opportunities Inc. Unit,$10.22,0.0255,0.25%,0.00,United States,2021,3855,Finance,Business Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LMAOU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615921030, ""fmt"": ""2:57PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.21, ""fmt"": ""10.21""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""LMF Acquisition Opportunities I"", ""triggerable"": true, ""longName"": ""LMF Acquisition Opportunities Inc.""}], ""error"": null}}"
LMAT,LeMaitre Vascular Inc. Common Stock,$48.01,0.57,1.202%,976618700.00,United States,2006,62805,Health Care,Medical/Dental Instruments,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LMAT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923893, ""fmt"": ""3:44PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 45.22, ""fmt"": ""45.22""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""LeMaitre Vascular, Inc."", ""triggerable"": true, ""longName"": ""LeMaitre Vascular, Inc.""}], ""error"": null}}"
LMB,Limbach Holdings Inc. Common Stock,$12.375,-0.115,-0.921%,123104260.00,United States,,80334,Basic Industries,Engineering & Construction,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LMB"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923954, ""fmt"": ""3:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 11.77, ""fmt"": ""11.77""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Limbach Holdings, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Limbach Holdings, Inc.""}], ""error"": null}}"
LMFA,LM Funding America Inc. Common Stock,$1.485,-0.055,-3.571%,39387842.00,United States,2015,577274,Finance,Finance: Consumer Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""LMFA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923941, ""fmt"": ""3:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.515, ""fmt"": ""1.5150""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""shortName"": ""LM Funding America, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""LM Funding America, Inc.""}], ""error"": null}}"
LMNL,Liminal BioSciences Inc. Common Shares,$4.6349,0.0949,2.09%,136200916.00,Canada,,152314,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LMNL"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923996, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 4.45, ""fmt"": ""4.4500""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Liminal BioSciences Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Liminal BioSciences Inc.""}], ""error"": null}}"
LMNR,Limoneira Co Common Stock,$18.8389,0.5089,2.776%,333443199.00,United States,,31045,Consumer Non-Durables,Farming/Seeds/Milling,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LMNR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923662, ""fmt"": ""3:41PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 17.805, ""fmt"": ""17.81""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Limoneira Co"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Limoneira Company""}], ""error"": null}}"
LMNX,Luminex Corporation Common Stock,$32.635,0.185,0.57%,1523672964.00,United States,2000,196137,Health Care,Medical/Dental Instruments,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LMNX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924020, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 33.77, ""fmt"": ""33.77""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Luminex Corporation"", ""triggerable"": true, ""longName"": ""Luminex Corporation""}], ""error"": null}}"
LMPX,LMP Automotive Holdings Inc. Common Stock,$18.92,-0.36,-1.867%,187373331.00,United States,2019,43135,Consumer Durables,Automotive Aftermarket,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LMPX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922941, ""fmt"": ""3:29PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 18.57, ""fmt"": ""18.57""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""LMP Automotive Holdings, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""LMP Automotive Holdings, Inc.""}], ""error"": null}}"
LMRK,Landmark Infrastructure Partners LP Common Units,$12.69,0.16,1.277%,323455308.00,United States,2014,15935,Consumer Services,Real Estate,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LMRK"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923567, ""fmt"": ""3:39PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 12.9, ""fmt"": ""12.90""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Landmark Infrastructure Partner"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Landmark Infrastructure Partners LP""}], ""error"": null}}"
LMRKN,Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock,$25.95,-0.2081,-0.796%,0.00,United States,,3549,Consumer Services,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LMRKN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615916803, ""fmt"": ""1:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 26.02, ""fmt"": ""26.02""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Landmark Infrastructure Partner"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Landmark Infrastructure Partners LP""}], ""error"": null}}"
LMRKO,Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%,$25.45,0.05,0.197%,0.00,United States,,3780,Consumer Services,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LMRKO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615919118, ""fmt"": ""2:25PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 25.455, ""fmt"": ""25.45""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Landmark Infrastructure Partner"", ""triggerable"": true, ""longName"": ""Landmark Infrastructure Partners LP""}], ""error"": null}}"
LMRKP,Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,$25.54,0.1427,0.562%,0.00,United States,,1688,Consumer Services,Real Estate,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LMRKP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615920492, ""fmt"": ""2:48PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 25.5412, ""fmt"": ""25.54""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Landmark Infrastructure Partner"", ""triggerable"": true, ""longName"": ""Landmark Infrastructure Partners LP""}], ""error"": null}}"
LMST,Limestone Bancorp Inc. Common Stock,$16.56,-0.14,-0.838%,125764903.00,United States,,872,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LMST"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922386, ""fmt"": ""3:19PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 16.4, ""fmt"": ""16.40""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Limestone Bancorp, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Limestone Bancorp, Inc.""}], ""error"": null}}"
LNDC,Landec Corporation Common Stock (DE),$12.02,-0.20,-1.637%,352464299.00,United States,1996,18098,Consumer Non-Durables,Packaged Foods,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LNDC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923988, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 11.65, ""fmt"": ""11.65""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Landec Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Landec Corporation""}], ""error"": null}}"
LNSR,LENSAR Inc. Common Stock,$8.63,-0.28,-3.143%,91813008.00,United States,,22748,Health Care,Medical/Dental Instruments,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LNSR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924030, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 8.58, ""fmt"": ""8.58""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""LENSAR, Inc."", ""triggerable"": true, ""longName"": ""LENSAR, Inc.""}], ""error"": null}}"
LNT,Alliant Energy Corporation Common Stock,$51.37,1.38,2.761%,12836389539.00,United States,,1718856,Public Utilities,Power Generation,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LNT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924014, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 52.71, ""fmt"": ""52.71""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Alliant Energy Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Alliant Energy Corporation""}], ""error"": null}}"
LNTH,Lantheus Holdings Inc. Common Stock,$19.685,0.035,0.178%,1318272600.00,United States,2015,381426,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LNTH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924020, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 19.39, ""fmt"": ""19.39""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Lantheus Holdings, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Lantheus Holdings, Inc.""}], ""error"": null}}"
LOAC,Longevity Acquisition Corporation Ordinary Shares,$11.9362,-0.0737,-0.614%,31354273.00,China,2018,33215,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOAC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923902, ""fmt"": ""3:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 12.67, ""fmt"": ""12.67""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Longevity Acquisition Corporati"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Longevity Acquisition Corporation""}], ""error"": null}}"
LOACR,Longevity Acquisition Corporation Right,$1.10,0.04,3.774%,0.00,China,2018,200,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOACR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923596, ""fmt"": ""3:39PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 1.21, ""fmt"": ""1.2100""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Longevity Acquisition Corporati"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Longevity Acquisition Corporation RT""}], ""error"": null}}"
LOACW,Longevity Acquisition Corporation Warrant,$1.34,0.00,0.00%,0.00,China,2018,5077,Finance,Business Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqCM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LOACW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923717, ""fmt"": ""3:41PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.3, ""fmt"": ""1.3000""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Longevity Acquisition Corporation WT EXP 073125""}], ""error"": null}}"
LOAN,Manhattan Bridge Capital Inc,$5.60,0.09,1.633%,53871692.00,United States,,13266,Consumer Services,Real Estate Investment Trusts,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOAN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923300, ""fmt"": ""3:35PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 5.7, ""fmt"": ""5.70""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Manhattan Bridge Capital, Inc"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Manhattan Bridge Capital, Inc.""}], ""error"": null}}"
LOB,Live Oak Bancshares Inc. Common Stock,$61.065,0.355,0.585%,2609142880.00,United States,2015,156938,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOB"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924033, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 62.44, ""fmt"": ""62.44""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Live Oak Bancshares, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Live Oak Bancshares, Inc.""}], ""error"": null}}"
LOCO,El Pollo Loco Holdings Inc. Common Stock,$19.17,-0.43,-2.194%,698683929.00,United States,2014,245441,Consumer Services,Restaurants,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOCO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923974, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 18.92, ""fmt"": ""18.92""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""El Pollo Loco Holdings, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""El Pollo Loco Holdings, Inc.""}], ""error"": null}}"
LOGC,LogicBio Therapeutics Inc. Common Stock,$8.15,-0.18,-2.161%,259059861.00,United States,2018,53146,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOGC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924035, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 8.47, ""fmt"": ""8.47""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""LogicBio Therapeutics, Inc."", ""triggerable"": true, ""longName"": ""LogicBio Therapeutics, Inc.""}], ""error"": null}}"
LOGI,Logitech International S.A. Ordinary Shares,$99.03,-1.49,-1.482%,16728278914.00,United States,1997,457142,Technology,Computer peripheral equipment,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOGI"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924038, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 101.87, ""fmt"": ""101.87""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Logitech International S.A. - R"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Logitech International S.A.""}], ""error"": null}}"
LOOP,Loop Industries Inc. Common Stock,$8.43,-0.24,-2.768%,357547415.00,Canada,,116504,Basic Industries,Major Chemicals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""LOOP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923936, ""fmt"": ""3:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 8.48, ""fmt"": ""8.48""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Loop Industries, Inc."", ""triggerable"": true, ""longName"": ""Loop Industries, Inc.""}], ""error"": null}}"
LOPE,Grand Canyon Education Inc. Common Stock,$107.50,0.61,0.571%,5038926190.00,United States,2008,167595,Consumer Services,Other Consumer Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""LOPE"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923969, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 110.275, ""fmt"": ""110.28""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Grand Canyon Education, Inc."", ""triggerable"": true, ""longName"": ""Grand Canyon Education, Inc.""}], ""error"": null}}"
