Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
PRPH,ProPhase Labs Inc. Common Stock (DE),$7.28,-0.07,-0.952%,110322962.00,United States,,60290,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PRPH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924444, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 7.05, ""fmt"": ""7.05""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""ProPhase Labs, Inc."", ""triggerable"": true, ""longName"": ""ProPhase Labs, Inc.""}], ""error"": null}}"
PRPL,Purple Innovation Inc. Common Stock,$33.265,-0.575,-1.699%,2143929250.00,United States,2015,576586,Consumer Durables,Home Furnishings,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRPL"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924463, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 31.5875, ""fmt"": ""31.59""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Purple Innovation, Inc."", ""triggerable"": true, ""longName"": ""Purple Innovation, Inc.""}], ""error"": null}}"
PRPO,Precipio Inc.  Common Stock,$2.525,0.075,3.061%,43497963.00,United States,,126177,Capital Goods,Biotechnology: Laboratory Analytical Instruments,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRPO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924281, ""fmt"": ""3:51PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 2.48, ""fmt"": ""2.4800""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Precipio, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Precipio, Inc.""}], ""error"": null}}"
PRQR,ProQR Therapeutics N.V. Ordinary Shares,$5.02,-0.18,-3.462%,252028146.00,Netherlands,2014,151997,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGM"", ""symbol"": ""PRQR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924474, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 5.195, ""fmt"": ""5.20""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NGM"", ""sourceInterval"": 15, ""shortName"": ""ProQR Therapeutics N.V."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""ProQR Therapeutics N.V.""}], ""error"": null}}"
PRSR,Prospector Capital Corp. Class A Ordinary Shares,$9.91,-0.09,-0.90%,402593750.00,United States,2021,43936,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRSR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924445, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 9.84, ""fmt"": ""9.84""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Prospector Capital Corp."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Prospector Capital Corp.""}], ""error"": null}}"
PRSRU,Prospector Capital Corp. Unit,$10.39,-0.04,-0.384%,0.00,United States,2021,12833,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRSRU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924476, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.26, ""fmt"": ""10.26""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Prospector Capital Corp."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Prospector Capital Corp.""}], ""error"": null}}"
PRSRW,Prospector Capital Corp. Warrants,$1.447,0.067,4.855%,0.00,United States,2021,59644,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRSRW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924476, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.3, ""fmt"": ""1.3000""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Prospector Capital Corp. Warrants"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Prospector Capital Corp.""}], ""error"": null}}"
PRTA,Prothena Corporation plc Ordinary Shares,$23.09,-0.72,-3.024%,923304910.00,United States,,206541,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRTA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924475, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 25.47, ""fmt"": ""25.47""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Prothena Corporation plc"", ""triggerable"": true, ""longName"": ""Prothena Corporation plc""}], ""error"": null}}"
PRTC,PureTech Health plc American Depositary Shares,$58.00,1.0218,1.793%,1658212692.00,United Kingdom,,339,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PRTC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615904038, ""fmt"": ""10:13AM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 57.0, ""fmt"": ""57.00""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NGM"", ""region"": ""AU"", ""shortName"": ""PureTech Health plc"", ""triggerable"": true, ""longName"": ""PureTech Health plc""}], ""error"": null}}"
PRTG,Portage Biotech Inc. Common Stock,$32.795,1.9607,6.359%,396274939.00,Canada,,27222,Energy,Oil & Gas Production,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PRTG"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924355, ""fmt"": ""3:52PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 34.91, ""fmt"": ""34.91""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Portage Biotech Inc."", ""triggerable"": true, ""longName"": ""Portage Biotech Inc.""}], ""error"": null}}"
PRTH,Priority Technology Holdings Inc. Common Stock,$7.74,-0.23,-2.886%,522264960.00,United States,2016,14600,Miscellaneous,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""PRTH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924445, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 7.52, ""fmt"": ""7.52""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""shortName"": ""Priority Technology Holdings, I"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Priority Technology Holdings, Inc.""}], ""error"": null}}"
PRTK,Paratek Pharmaceuticals Inc. Common Stock,$7.825,-0.095,-1.199%,357142437.00,United States,,167831,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRTK"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924469, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 7.92, ""fmt"": ""7.92""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Paratek Pharmaceuticals, Inc."", ""triggerable"": true, ""longName"": ""Paratek Pharmaceuticals, Inc.""}], ""error"": null}}"
PRTS,CarParts.com Inc. Common Stock,$15.42,-0.43,-2.713%,729683128.00,United States,2007,1232023,Consumer Services,Other Specialty Stores,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRTS"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924477, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 14.64, ""fmt"": ""14.64""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""CarParts.com, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""CarParts.com, Inc.""}], ""error"": null}}"
PRVB,Provention Bio Inc. Common Stock,$13.195,-0.025,-0.189%,836229668.00,United States,2018,614869,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRVB"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924480, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 13.52, ""fmt"": ""13.52""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Provention Bio, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Provention Bio, Inc.""}], ""error"": null}}"
PS,Pluralsight Inc. Class A Common Stock,$22.335,0.085,0.382%,3317522815.00,United States,2018,770248,Technology,Computer Software: Programming Data Processing,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PS"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924480, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 22.335, ""fmt"": ""22.33""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Pluralsight, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Pluralsight, Inc.""}], ""error"": null}}"
PSAC,Property Solutions Acquisition Corp. Common Stock,$13.77,0.41,3.069%,406442356.00,United States,2020,1118570,Capital Goods,Auto Manufacturing,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""PSAC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924478, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 13.2, ""fmt"": ""13.20""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""shortName"": ""Property Solutions Acquisition "", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Property Solutions Acquisition Corp.""}], ""error"": null}}"
PSACU,Property Solutions Acquisition Corp. Unit,$17.49,0.49,2.882%,0.00,United States,2020,2747,Capital Goods,Auto Manufacturing,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""PSACU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615921214, ""fmt"": ""3:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 16.49, ""fmt"": ""16.49""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""shortName"": ""Property Solutions Acquisition "", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Property Solutions Acquisition Corp.""}], ""error"": null}}"
PSACW,Property Solutions Acquisition Corp. Warrant,$3.65,0.115,3.253%,0.00,United States,2020,446278,Capital Goods,Auto Manufacturing,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqCM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PSACW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924351, ""fmt"": ""3:52PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 3.41, ""fmt"": ""3.4100""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Property Solutions Acquisition Corp.""}], ""error"": null}}"
PSAGU,Property Solutions Acquisition Corporation II Units,$9.98,-0.02,-0.20%,0.00,United States,2021,55552,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PSAGU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924136, ""fmt"": ""3:48PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 9.985, ""fmt"": ""9.98""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Property Solutions Acquisition "", ""triggerable"": true, ""longName"": ""Property Solutions Acquisition Corp. II""}], ""error"": null}}"
PSEC,Prospect Capital Corporation Common Stock,$7.505,0.035,0.469%,2894385167.00,United States,2004,1490591,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PSEC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924474, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 7.675, ""fmt"": ""7.68""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Prospect Capital Corporation"", ""triggerable"": true, ""longName"": ""Prospect Capital Corporation""}], ""error"": null}}"
PSHG,Performance Shipping Inc. Common Shares,$5.41,0.05,0.933%,27497548.00,Greece,,30250,Transportation,Marine Transportation,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PSHG"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924337, ""fmt"": ""3:52PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 5.33, ""fmt"": ""5.33""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Performance Shipping Inc."", ""triggerable"": true, ""longName"": ""Performance Shipping Inc.""}], ""error"": null}}"
PSMT,PriceSmart Inc. Common Stock,$99.00,-0.64,-0.642%,3043095066.00,United States,,45840,Consumer Services,Department/Specialty Retail Stores,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PSMT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924416, ""fmt"": ""3:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 97.2, ""fmt"": ""97.20""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""PriceSmart, Inc."", ""triggerable"": true, ""longName"": ""PriceSmart, Inc.""}], ""error"": null}}"
