Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
NAD,Nuveen Quality Municipal Income Fund Common Stock,$14.8852,-0.1148,-0.765%,3150438335.00,United States,1999,226325,,,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NAD"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 14.92, ""fmt"": ""14.92""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nuveen Quality Municipal Income"", ""triggerable"": true, ""longName"": ""Nuveen Quality Municipal Income Fund""}], ""error"": null}}"
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,$14.00,-0.12,-0.85%,431918648.00,United States,1999,31841,,,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NAN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924780, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 14.06, ""fmt"": ""14.06""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Nuveen New York Quality Municip"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Nuveen New York Quality Municipal Income Fund""}], ""error"": null}}"
NAT,Nordic American Tankers Limited Common Stock,$3.53,0.05,1.437%,533751924.00,Bermuda,,1727498,Consumer Services,Marine Transportation,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NAT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 3.51, ""fmt"": ""3.5100""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nordic American Tankers Limited"", ""triggerable"": true, ""longName"": ""Nordic American Tankers Limited""}], ""error"": null}}"
NAV,Navistar International Corporation Common Stock,$44.155,0.065,0.147%,4402944791.00,United States,,432246,Capital Goods,Auto Manufacturing,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NAV"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924850, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 44.11, ""fmt"": ""44.11""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Navistar International Corporat"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Navistar International Corporation""}], ""error"": null}}"
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,$15.20,0.04,0.264%,175881602.00,United States,1992,19813,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NAZ"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924797, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 15.19, ""fmt"": ""15.19""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Nuveen Arizona Quality Municipa"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Nuveen Arizona Quality Municipal Income Fund""}], ""error"": null}}"
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,$22.25,-0.22,-0.979%,609223356.00,United States,2010,22959,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NBB"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924784, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 22.29, ""fmt"": ""22.29""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nuveen Taxable Municipal Income"", ""triggerable"": true, ""longName"": ""Nuveen Taxable Municipal Income Fund""}], ""error"": null}}"
NBHC,National Bank Holdings Corporation Common Stock,$42.15,0.25,0.597%,1291589468.00,United States,2012,87499,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NBHC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 40.62, ""fmt"": ""40.62""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""National Bank Holdings Corporat"", ""triggerable"": true, ""longName"": ""National Bank Holdings Corporation""}], ""error"": null}}"
NBR,Nabors Industries Ltd.,$129.76,0.37,0.286%,954980139.00,Bermuda,,121551,Energy,Oil & Gas Production,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NBR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924801, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 122.42, ""fmt"": ""122.42""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nabors Industries Ltd."", ""triggerable"": true, ""longName"": ""Nabors Industries Ltd.""}], ""error"": null}}"
NC,NACCO Industries Inc. Common Stock,$21.78,-0.02,-0.092%,153719429.00,United States,,8043,Consumer Durables,Consumer Electronics/Appliances,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 21.86, ""fmt"": ""21.86""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""NACCO Industries, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""NACCO Industries, Inc.""}], ""error"": null}}"
NCA,Nuveen California Municipal Value Fund,$10.06,-0.07,-0.691%,282595450.00,United States,,47608,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NCA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924801, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.11, ""fmt"": ""10.11""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nuveen California Municipal Val"", ""triggerable"": true, ""longName"": ""Nuveen California Municipal Value Fund, Inc.""}], ""error"": null}}"
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,$30.6952,0.4352,1.438%,11152176626.00,United States,,19347302,Consumer Services,Marine Transportation,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NCLH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 30.1, ""fmt"": ""30.10""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Norwegian Cruise Line Holdings "", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Norwegian Cruise Line Holdings Ltd.""}], ""error"": null}}"
NCR,NCR Corporation Common Stock,$36.91,-0.01,-0.027%,4801991000.00,United States,,442799,Miscellaneous,Office Equipment/Supplies/Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NCR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 37.59, ""fmt"": ""37.59""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""NCR Corporation"", ""triggerable"": true, ""longName"": ""NCR Corporation""}], ""error"": null}}"
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,$5.715,-0.035,-0.609%,516484947.00,United States,2003,226472,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NCV"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924797, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 5.78, ""fmt"": ""5.78""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""AllianzGI Convertible & Income "", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Virtus AllianzGI Convertible & Income Fund""}], ""error"": null}}"
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,$5.025,-0.035,-0.692%,382481639.00,United States,2003,116475,,,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NCZ"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924801, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 5.06, ""fmt"": ""5.06""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""AllianzGI Convertible & Income "", ""triggerable"": true, ""longName"": ""Virtus AllianzGI Convertible & Income Fund II""}], ""error"": null}}"
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,$15.80,-0.23,-1.435%,0.00,,2020,137391,,,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NDMO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 15.76, ""fmt"": ""15.76""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Nuveen Dynamic Municipal Opportunities Fund""}], ""error"": null}}"
NDP,Tortoise Energy Independence Fund Inc. Common Stock,$17.74,-0.05,-0.281%,32747987.00,United States,2012,14802,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NDP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922611, ""fmt"": ""3:23PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 17.49, ""fmt"": ""17.49""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Tortoise Energy Independence Fu"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Tortoise Energy Independence Fund, Inc.""}], ""error"": null}}"
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,$14.69,-0.18,-1.21%,4392859288.00,United States,2002,288364,,,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NEA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924801, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 14.68, ""fmt"": ""14.68""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nuveen AMT-Free Quality Municip"", ""triggerable"": true, ""longName"": ""Nuveen AMT-Free Quality Municipal Income Fund""}], ""error"": null}}"
NEE,NextEra Energy Inc. Common Stock,$75.80,0.94,1.256%,148558500896.00,United States,,4151809,Public Utilities,Electric Utilities: Central,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NEE"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 75.38, ""fmt"": ""75.38""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""NextEra Energy, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""NextEra Energy, Inc.""}], ""error"": null}}"
NEM,Newmont Corporation,$58.92,0.47,0.804%,47154514019.00,United States,,4491043,Basic Industries,Precious Metals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NEM"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 61.82, ""fmt"": ""61.82""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Newmont Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Newmont Corporation""}], ""error"": null}}"
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,$74.355,-0.995,-1.321%,5643002601.00,United States,2014,321825,Public Utilities,Electric Utilities: Central,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NEP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 73.88, ""fmt"": ""73.88""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""NextEra Energy Partners, LP"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""NextEra Energy Partners, LP""}], ""error"": null}}"
NET,Cloudflare Inc. Class A Common Stock,$75.52,-1.09,-1.423%,23322522679.00,United States,2019,2265369,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NET"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 74.04, ""fmt"": ""74.04""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Cloudflare, Inc."", ""triggerable"": true, ""longName"": ""Cloudflare, Inc.""}], ""error"": null}}"
NETI,Eneti Inc. Common Stock,$23.81,0.17,0.719%,268326152.00,Monaco,2013,42722,Transportation,Marine Transportation,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NETI"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 22.81, ""fmt"": ""22.81""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Eneti Inc."", ""triggerable"": true, ""longName"": ""Eneti Inc.""}], ""error"": null}}"
NEU,NewMarket Corp Common Stock,$388.44,-1.13,-0.29%,4242286086.00,United States,,15796,Basic Industries,Major Chemicals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NEU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 401.46, ""fmt"": ""401.46""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""NewMarket Corp"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""NewMarket Corporation""}], ""error"": null}}"
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,$15.45,-0.22,-1.404%,385478551.00,United States,2009,37237,,,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NEV"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 15.55, ""fmt"": ""15.55""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Nuveen Enhanced Municipal Value"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Nuveen Enhanced Municipal Value Fund""}], ""error"": null}}"
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,$5.87,0.05,0.859%,511471591.00,,2018,199286,Consumer Services,Other Consumer Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NEW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 5.9, ""fmt"": ""5.90""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Puxin Limited"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Puxin Limited""}], ""error"": null}}"
NEWR,New Relic Inc. Common Stock,$61.62,-0.89,-1.424%,3886135608.00,United States,2014,484984,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""NEWR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 61.46, ""fmt"": ""61.46""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""New Relic, Inc."", ""triggerable"": true, ""longName"": ""New Relic, Inc.""}], ""error"": null}}"
NEX,NexTier Oilfield Solutions Inc. Common Stock,$4.81,-0.11,-2.236%,1034918090.00,United States,2017,1716129,Energy,Oilfield Services/Equipment,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NEX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 4.3, ""fmt"": ""4.3000""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""NexTier Oilfield Solutions Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""NexTier Oilfield Solutions Inc.""}], ""error"": null}}"
NEXA,Nexa Resources S.A. Common Shares,$10.71,-0.39,-3.514%,1418421690.00,,2017,72205,Basic Industries,Precious Metals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""NEXA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.98, ""fmt"": ""10.98""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nexa Resources S.A."", ""triggerable"": true, ""longName"": ""Nexa Resources S.A.""}], ""error"": null}}"
